Desc,Cantidad,Valor,Fecha,Lugar,UUID
BEBIDA JAMAICA BE-LIGHT H2O 1.5 - LT,1,10.34,2014-05-15T20:15:52,83400,B5660632-F014-DEB3-267A-9944BABF209D
CONSUMO,1,381.93,2014-05-21T21:30:13,88260,4B882D22-1129-49BC-9B41-BB281F16C61C
CONSUMO,1,325.86,2014-09-14T17:10:20,55140,EEB00BA4-B3AB-4369-B384-F446DE3E6750
Pago de peaje efectivo,1,34.48,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,50,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,54.31,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,25.86,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,81.9,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,43.1,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,50,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,54.31,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,25.86,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
Pago de peaje efectivo,1,81.9,2014-05-26T10:23:10,62130,01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3
"Paquete(Hospedaje,Alimentos)       (  4)",1,1825.31,2014-05-16T13:50:58,37270,48d18d26-30fd-434e-a905-bf97854543e0
Alimentos                          (  1),1,91.38,2014-05-16T13:50:58,37270,48d18d26-30fd-434e-a905-bf97854543e0
24/237ML COCA COLA,1,119.94,2014-08-22T18:20:11,62238,4AFF5ED2-F207-4A2D-B250-4292F75FC8CE
MM 660 ENDULZANTE,1,102.2,2014-08-22T18:20:11,62238,4AFF5ED2-F207-4A2D-B250-4292F75FC8CE
24PZ CUERNITOS,1,163.15,2014-08-22T18:20:11,62238,4AFF5ED2-F207-4A2D-B250-4292F75FC8CE
650G COFFEE MATE,1,56.16,2014-08-22T18:20:11,62238,4AFF5ED2-F207-4A2D-B250-4292F75FC8CE
LIJA,1,13.91,2014-09-04T12:27:02,39355,3b03039d-05fb-437a-9a6d-7c5785267a7b
LIMPIADR SIST F,1,37.64,2014-09-04T12:27:02,39355,3b03039d-05fb-437a-9a6d-7c5785267a7b
"REVISAR, LIMPIAR Y AJUSTAR FRE",1,350,2014-09-04T12:27:02,39355,3b03039d-05fb-437a-9a6d-7c5785267a7b
Servicio de Transportación Terrestre,1,235,2014-04-06T19:10:10,15520,7d296cc7-09ea-4bba-a73c-06cdfd3c1484
CONSUMO DE ALIMENTOS,1,603.45,2014-05-29T00:37:48,78216,2257AC7C-9E71-4EAC-AC1E-1C6563970D89
PROMO/ACEIT/15W,1,325.93,2014-06-23T17:23:18,90453,07b1c607-7dd4-4fe3-b36c-35548f899294
ARANDELA CARTER,1,14.03,2014-06-23T17:23:18,90453,07b1c607-7dd4-4fe3-b36c-35548f899294
PROMOCION CAMBIO DE ACEITE Y FILTRO,0.00125,400,2014-06-23T17:23:18,90453,07b1c607-7dd4-4fe3-b36c-35548f899294
LAVADO COMPLETO,0.01,150,2014-06-23T17:23:18,90453,07b1c607-7dd4-4fe3-b36c-35548f899294
CONSUMO,1,255.17,2014-09-03T14:43:19,89140,90535691-C0C9-BC4B-A391-5A2304787F73
Estacionamiento de autos,1,332.76,2014-08-22T20:11:48,15620,E671EE84-030A-4092-8F71-BC835F88C297
Consumo,1,204.31,2014-09-24T19:58:30,53120,4df1a76c-de1d-4d6e-b536-33b8d75f7a47
CONSUMO DE ALIMENTOS,1,178.88,2014-08-11T14:13:44,,650820ac-a2a4-40aa-a77b-656298db7e16
ALIMENTOS Y BEBIDA,1,110.78,2014-06-19T17:28:18,7090,5C28BA75-11C0-4EF7-90B7-87EF23801721
ALIMENTOS Y BEBIDA,1,79.31,2014-06-19T17:28:18,7090,5C28BA75-11C0-4EF7-90B7-87EF23801721
CONSUMO DE ALIMENTOS Y BEBIDAS SEGUN TICKET FOLIO 2639 DE FECHA 24/06/2014,1,198.27,2014-06-24T15:49:03,72450,AA971201-B54F-4651-93D0-F6E030DCD807
CARTUCHO EPSON  MAG TX 120 T22,1,188.79,2014-10-05T16:01:39,29060,120D5F51-8FB3-44D3-8A08-D495F97FD14B
LIGA OFFICE DEPOT ¹18 100g,1,17.24,2014-10-05T16:01:39,29060,120D5F51-8FB3-44D3-8A08-D495F97FD14B
PAPEL PREMIUM OD CARTA RESMA,1,42.16,2014-10-05T16:01:39,29060,120D5F51-8FB3-44D3-8A08-D495F97FD14B
CONSUMO DE ALIMENTOS,1,398.2758,2014-03-27T15:51:52,,4E0CBA9C-1A02-45A8-9758-C64625E55857
12/330ML  PUREZA VIT,1,40.41,2014-08-22T14:36:51,62238,3B721B2C-DC14-4B3C-8446-D0B3F5DBD51C
12/330ML  PUREZA VIT,1,40.41,2014-08-22T14:36:51,62238,3B721B2C-DC14-4B3C-8446-D0B3F5DBD51C
PETITE VARIEDAD,1,51.05,2014-08-22T14:36:51,62238,3B721B2C-DC14-4B3C-8446-D0B3F5DBD51C
PEKEPAKES GALLETAS,1,73.66,2014-08-22T14:36:51,62238,3B721B2C-DC14-4B3C-8446-D0B3F5DBD51C
14/60GR CANELITAS,1,51.06,2014-08-22T14:36:51,62238,3B721B2C-DC14-4B3C-8446-D0B3F5DBD51C
27/250ML ALPURA,1,146.29,2014-08-22T14:36:51,62238,3B721B2C-DC14-4B3C-8446-D0B3F5DBD51C
8/2LT FIESTA PACK,1,109.36,2014-08-22T14:36:51,62238,3B721B2C-DC14-4B3C-8446-D0B3F5DBD51C
Estacionamiento de autos,1,586.21,2014-09-01T12:06:33,15620,EDB4F766-CF87-44E0-89B8-0A5455E6F639
Consumo de Alimentos,1,95.69,2014-07-31T22:28:09,7320,3C5BC075-7EDD-42B6-BCEF-C1DF57E0984C
CONSUMO,1,1293.10345,2014-03-10T19:11:00,80027,CBA8EE0A-B140-4E41-B0AC-F2386AC75631
CONSUMO,1,384.52,2014-09-16T16:40:23,6100,E899DF4D-6309-4C02-BA76-3971C91E88CB
Costilla Especial,1,244.83,2014-03-26T23:34:41,39070,2c136e03-928d-4922-a66f-69b5274a3a41
Coca Cola Light,1,32.76,2014-03-26T23:34:41,39070,2c136e03-928d-4922-a66f-69b5274a3a41
RENTA DE AUTO,1,1163.8,2014-07-25T17:16:33,89219,031D42BF-7749-4307-A18C-6E2D0391BAEC
RENTA HABITACION,1,584.033613,2014-04-04T11:24:53,82149,93e71fb3-f8e1-4bc2-b296-765f3891730f
RENTA HABITACION,1,584.033613,2014-04-04T11:24:53,82149,93e71fb3-f8e1-4bc2-b296-765f3891730f
BALANCEO (S) POR COMPUTADORA,4,58.19,2014-05-05T13:12:26,53100,08a7b3ad-b2fb-4d48-938b-93a3e74b7786
PARCHE VULCANIZADO,1,129.31,2014-05-05T13:12:26,53100,08a7b3ad-b2fb-4d48-938b-93a3e74b7786
ALINEACION EJE DEL. POR COMPUTADORA,1,258.62,2014-05-05T13:12:26,53100,08a7b3ad-b2fb-4d48-938b-93a3e74b7786
SERVICIO BASICO 36000 KMS / 36 MESES,1,380,2014-04-25T16:38:55,64060,DDCB1A55-EC17-4A3C-9217-31393DE5EBE8
SYNTHETIC 5W-30 OIL,5,143,2014-04-25T16:38:55,64060,DDCB1A55-EC17-4A3C-9217-31393DE5EBE8
ELEMENT CP OIL FILTER,1,205,2014-04-25T16:38:55,64060,DDCB1A55-EC17-4A3C-9217-31393DE5EBE8
RENTA HABITACION,1,3605.042017,2014-03-28T11:26:32,39080,adbb4b48-1cb2-48d0-8335-dbedcee6df63
PEAJES XCAN NRU:2016210000624922171E14F1F9897EE3,1,222.41,2014-05-26T22:02:35,,47AE9B24-6777-446A-89C8-3458796A611C
PEAJES CHICHEN ITZA NRU:202891000047073153893DFF61EFEF27,1,128.45,2014-05-26T22:02:35,,47AE9B24-6777-446A-89C8-3458796A611C
CONSUMO DE ALIMENTOS,1,343.1,2014-06-26T15:43:50,,d83a26a8-fe3a-4df6-a9fe-c6f1ec70ad92
ALIMENTOS Y BEBIDAS,1,225,2014-06-12T08:10:46,,fb062eb9-8fab-4a0b-913b-562fd081e1ff
CONSUMO,1,157.76,2014-08-16T12:23:50,45050,470C91F5-AC92-42F0-B9C4-1EB6E53B6CDE
CONSUMO SEGÚN FOLIO 2964 DE FECHA 13/07/2014,1,855.17,2014-07-18T15:28:59,15620,374b352c-76b7-42f7-9957-d1dcbac1fe58
CONSUMO ALIMENTOS,1,733.62,2014-08-07T17:59:44,29020,9FC367C8-0DB3-48DC-A555-951B930DD8F0
CONSUMO,1,80.17,2014-08-28T17:15:38,66600,C2894271-ED20-4B7B-8918-8C0E55080C05
Yog Yplait Lig nat,12,4,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Coffee Mate Orig 4,1,32.8,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Ref Coca 6P 355Ml,2,41.81,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Barra Kelloggs Spe,2,29.9,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Caf Port Dscaf 454,1,86,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Galleta Gamesa Cra,1,17.8,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
"Cafe Nescafe Dg, C",2,107,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Endul Splenda Sin,1,114,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Char Emp Piru 382G,2,18.9,2014-09-11T19:13:16,14200,6ABC2F30-43AA-4EE3-BC5D-92538D6E5874
Guia: 038811117 para servicio EXPRESS al cp 53370,1,147.41,2014-03-27T13:17:29,87099,6CEB57D2-BBDE-4CB0-B2AA-AFA94CDF58FA
CONSUMO SEGÚN FOLIO 7218 DE FECHA 03/06/2014,1,135.35,2014-06-03T15:18:43,97000,b2f9a4fa-2782-403c-b75e-6f986392b205
CONSUMO IVA 16%,1,129.31,2014-06-03T18:22:47,37530,172FDBD3-CA59-4677-A60C-2DFD104DC22D
BATERIA,1,143.77,2014-08-27T10:11:48,40000,a8cd459c-b0bb-4b6b-82a8-b60062b21870
.,1,620.68966,2014-06-10T21:25:24,82110,7BC6BA5E-57CD-4DA3-84EC-D2043B5933C5
CONSUMO DE ALIMENTOS,1,129.31,2014-07-11T17:26:54,0,D5B613B6-8687-49EB-A6E9-2086B0561724
AGUA DE MANANTIAL 30/500 ML SANTA MARIA,1,91.56,2014-05-01T13:42:58,37229,D4EF5840-8F13-4DE1-A0D2-9E5E9ED0AE39
DANUP YOGURT P/ BEBER 12 DE 250GR DANONE,1,77.24,2014-05-01T13:42:58,37229,D4EF5840-8F13-4DE1-A0D2-9E5E9ED0AE39
CAFE SOLUBLE 200 G TASTER'S CHOICE,1,152.43,2014-05-01T13:42:58,37229,D4EF5840-8F13-4DE1-A0D2-9E5E9ED0AE39
ACTIVIA BEBIBLE 10 DE 250GR DANONE,1,78.26,2014-05-01T13:42:58,37229,D4EF5840-8F13-4DE1-A0D2-9E5E9ED0AE39
ALL BRAN VARIETY 24 PZ 906GR KELLOGG'S,1,90.54,2014-05-01T13:42:58,37229,D4EF5840-8F13-4DE1-A0D2-9E5E9ED0AE39
,,,,,
CONSUMO DE ALIMENTOS,1,88,2014-04-01T22:13:42,40884,8a5040f4-7610-4847-aedd-ef45a9e32c7d
ALIMENTOS Y BEBIDAS,1,110.35,2014-09-08T15:27:05,,43ce845b-65a2-4183-a4ab-067065ef250d
PROMO NO CMDA IVA,1,3.45,2014-09-08T15:27:05,,43ce845b-65a2-4183-a4ab-067065ef250d
CONSUMO,1,76.17,2014-07-02T07:50:49,54740,51FFC3D7-6767-4807-9EA9-F0E0EBDFBB64
0001 CONSUMO,1,894.83,2014-04-11T16:14:44,44520,9C6A4862-5995-4826-9979-3928EBE349D9
Renta Habitacion                   (  2),1,1719.83,2014-04-08T09:05:05,78399,81bb8065-1b8a-45bd-8729-9d427f8478f7
GV VASO CRISTAL 8OZ,1,13.71,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
GV VASO CRISTAL 8OZ,1,13.71,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
GV VASO CRISTAL 8OZ,1,13.71,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
GV VASO CRISTAL 8OZ,1,13.71,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
GV VASO CRISTAL 8OZ,1,13.71,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
GV VASO CRISTAL 8OZ,1,13.71,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
MUNDET TUTIFRUTI,1,15.52,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
MUNDET MANDARINA,1,15.52,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
MUNDET MANDARINA,1,15.52,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
COCA COLA,1,23.02,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
MUNDET PINA,1,15.52,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
COCA COLA,1,23.02,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
MUNDET PINA,1,15.52,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
MUNDET TUTIFRUTI,1,15.52,2014-05-13T13:33:08,57170,9EBCE26B-9C8A-49ED-B1C7-A468FC3AC4BF
CONSUMO,1,112.94,2014-05-12T09:27:41,15620,36FF83C4-3F45-4041-BB29-F83AE8FA3407
CONSUMO DE ALIMENTOS Y BEBIDAS,1,190.52,2014-06-24T22:16:41,77509,15c3c9a4-a25f-4768-82ff-e0b645175dd2
Emp Carne,15,16.67,2014-03-28T00:04:21,76160,A326587D-2804-4BBA-AFE0-889CAB32FA52
Emp Atun,15,16.67,2014-03-28T00:04:21,76160,A326587D-2804-4BBA-AFE0-889CAB32FA52
Emp Jamon,25,16.67,2014-03-28T00:04:21,76160,A326587D-2804-4BBA-AFE0-889CAB32FA52
CONSUMO DE ALIMENTOS,1,428.45,2014-04-22T16:48:04,0,D90B1832-6AF1-476C-87C1-4B9EEB9922C9
CONSUMO,1,420.72,2014-09-25T15:16:52,54720,94AAF168-A4AC-436D-BD30-92CA29674F05
COPIA CARTA B&N 1-99 HOJAS,4,0.6,2014-07-11T14:03:14,64610,91C8BF88-8FE7-47F1-AB2B-98218C7FBD11
ENMICADO DE 11.5 CM X 8.0 CM,1,8.19,2014-07-11T14:03:14,64610,91C8BF88-8FE7-47F1-AB2B-98218C7FBD11
NESCAFE NESCAFE 230 GRS,2,62.5,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
SERVILLETAS KE PRECIO 1 PZA,1,8.06,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
PLATO KE PRECIO 20 BOL,3,11.72333,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
GALLETA GABI 770 GRS,2,44.4,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
GALLETA MARIAN 410 GRS,2,27.22,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
GALLETAS JUANITAS 480 GRS,1,27.69,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
GALLETA GAMESA 416 GRS,1,34.95,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
GALLETAS GAMESA 390 GRS,1,27.59,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
GALLETAS MACMA 330 GRS,1,47.22,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
GALLETAS MACMA 350 GRS,1,33.56,2014-03-21T11:24:29,36000,0219D17D-B83E-4080-A360-A13ECC37B196
ALIMENTOS Y BEBIDA,1,203.45,2014-06-02T14:52:15,36644,82E1B607-60F2-4268-86CD-1CC2153042FB
242355ML COC,1,149.92,2014-08-23T16:52:28,3310,35C773AA-0736-457A-869E-F01482D9A5AC
80PZ TUTSI,1,122.77,2014-08-23T16:52:28,3310,35C773AA-0736-457A-869E-F01482D9A5AC
122236ML HER,1,81.74,2014-08-23T16:52:28,3310,35C773AA-0736-457A-869E-F01482D9A5AC
RED DELICIOU,1,61.28,2014-08-23T16:52:28,3310,35C773AA-0736-457A-869E-F01482D9A5AC
CANELITAS,1,51.06,2014-08-23T16:52:28,3310,35C773AA-0736-457A-869E-F01482D9A5AC
POLVORONES,1,51.06,2014-08-23T16:52:28,3310,35C773AA-0736-457A-869E-F01482D9A5AC
"COMPLETA PIZZA ITALIANA 18""",1,141.11,2014-09-09T22:59:14,32610,FCA48EF7-4293-480B-BD78-F11B9E804DFA
Hospedaje del 18/06/2014 al 18/06/2014,1,655.46,2014-06-19T13:04:33,33000,B80C6B81-CA17-425D-BC04-E2E1F11E0BD8
CONSUMO DE ALIMENTOS,1,1293.1,2014-05-15T15:27:07,48324,BF38EE93-6B9E-4D5A-9E17-D853179F46A2
Alimentos                          (  1),1,426.72,2014-05-26T10:17:56,37270,77582c79-b6ca-45c9-8a21-5491f44bbe0a
205/55 R16 Toyo PROXES TM1,4,1147,2014-03-29T10:50:59,0,5B241EFA-6654-46EA-B47A-3CB76C5EA923
PAQUETE DE INSTALACION,4,43.1,2014-03-29T10:50:59,0,5B241EFA-6654-46EA-B47A-3CB76C5EA923
Alineación Llantas Delanteras,1,129.32,2014-03-29T10:50:59,0,5B241EFA-6654-46EA-B47A-3CB76C5EA923
NITROGENO DE POR VIDA,4,43.11,2014-03-29T10:50:59,0,5B241EFA-6654-46EA-B47A-3CB76C5EA923
POLIZA 125,4,107.75,2014-03-29T10:50:59,0,5B241EFA-6654-46EA-B47A-3CB76C5EA923
RENTA HABITACION,1,3358,2014-09-27T09:34:11,40884,ab3fce83-cd13-40d5-9e0e-c6a4fe23518a
CONSUMO SEGÚN FOLIO 403 DE FECHA 15/05/2014,1,862,2014-05-15T12:09:23,66457,a8085781-3820-4225-8ec3-28eb2af9fa0c
CONSUMO,1,293.97,2014-06-02T16:44:18,3810,31F9BB56-5786-46F1-AD9E-02FA0589EBA1
CONSUMO,1,208.62,2014-06-24T20:03:17,32310,AC9A39BB-3C0F-4ADC-89F5-9E34B6DCF0C3
CONSUMO DE RESTAURANT,1,107.76,2014-03-03T14:41:19,25900,F58731E2-E1A2-E341-8CE6-0A9937AD097C
ALIMENTOS Y BEBIDA,1,135.34,2014-08-12T12:30:45,75855,2066C3C9-C6F6-4673-A74D-5E670DACF745
CONSUMO GRAVADO AL 16%,1,171.55,2014-04-12T22:28:07,66220,8A8962FF-7BA8-44CF-8A17-086A69808C44
CONSUMO DE ALIMENTOS Y BEBIDAS,1,274.14,2014-05-07T10:52:59,,dbf8befc-0743-4853-aee6-8e823b886ae9
Paquete                            (  4),1,2656.4,2014-06-13T13:26:39,1210,62237b71-fd5b-4b61-9797-6155617658c4
Bebidas                            (  1),1,44.45,2014-06-13T13:26:39,1210,62237b71-fd5b-4b61-9797-6155617658c4
Otros                              (  2),1,163.79,2014-06-13T13:26:39,1210,62237b71-fd5b-4b61-9797-6155617658c4
CONSUMO,1,189.66,2014-09-23T15:30:36,94300,C7540B52-9790-4B0A-8F9A-BDB1BC43F159
KELLOGG AB CHOCOLATE,1,18.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
KELLOGG AB CHOCOLATE,1,18.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
HERSHEYS COOKIES,1,5.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA MORA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA MORA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA FRESA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA FRESA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA MZNA CA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA MZNA CA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA CIRUELA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
QUAKER STILA CIRUELA,1,14.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
PALLET CANELITAS360G,1,16.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
PALLET CANELITAS360G,1,16.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
GAMESA CHOKIS 315G,1,16.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
GAMESA CHOKIS 315G,1,16.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
GAMESA CHOKIS 315G,1,16.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
GAMESA CHOKIS 315G,1,16.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
PEPSI COLA,24,6.9,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH KIWIFRESON,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH KIWIFRESON,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH KIWIFRESON,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH KIWIFRESON,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH KIWIFRESON,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH KIWIFRESON,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
SPLASH JUGO ZARZAB,1,10,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
ESTACIONAMIENTO,1,2.59,2014-07-24T09:14:33,39670,7EB0CEA6-489B-4BF5-A0D2-C77C65A20A83
Consumo Comida,1,400,2014-09-12T20:03:22,85000,20E50507-3D39-478A-9041-7B97EF44752F
ALIMENTOS Y BEBIDAS,1,116.81,2014-09-18T15:54:03,,5419fce4-1d0b-4850-adb0-94739a3f2712
Productos de Panificación [Rollo] [vnt2],50,7,2014-08-19T18:36:45,54700,D51FB576-B3B7-45EA-8C61-3E1E02A5ED46
LIGERO,2,33.62,2014-07-30T19:25:20,55024,F4C50FA7-D433-428E-972D-31218EA665C1
LIGERO,2,20.69,2014-07-30T19:25:20,55024,F4C50FA7-D433-428E-972D-31218EA665C1
LIGERO,2,17.24,2014-07-30T19:25:20,55024,F4C50FA7-D433-428E-972D-31218EA665C1
LIGERO,2,48.27,2014-07-30T19:25:20,55024,F4C50FA7-D433-428E-972D-31218EA665C1
LIGERO,2,21.55,2014-07-30T19:25:20,55024,F4C50FA7-D433-428E-972D-31218EA665C1
