Country,Country Code,Series,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
South Sudan,SSD,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,..,..,..
South Sudan,SSD,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..
South Sudan,SSD,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,..,..
Spain,ESP,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,29080.96839,36610.98066,42324.68737,..
Spain,ESP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,96.92516,97.0045,97.4737
Spain,ESP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,97.75069,97.74889,98.09797
Spain,ESP,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,0.98284,0.98456,0.98711
Spain,ESP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,98.61747,98.52571,98.7462
Spain,ESP,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,37137.29924,..
Spain,ESP,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,25028.73145,31847.49466,37137.29924,..
Spain,ESP,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,10,10,10,..
Spain,ESP,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,22689.58594,..
Spain,ESP,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,..,..
Spain,ESP,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,..,..
Spain,ESP,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,99.698,..,..,..,..,..
Spain,ESP,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,99.37614,..,..,..,..,..
Spain,ESP,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,100,..,..,..,..,..
Spain,ESP,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,674915,633497,623832,..
Spain,ESP,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Spain,ESP,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,1208.996662,6200.33627,13773.3657,15561.97275,14787.75606,26510.71745,30737.83227,..
Spain,ESP,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,4.06664,4.0062,4.63237,..
Spain,ESP,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Spain,ESP,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,0.35755,0.50789,0.6653,..
Spain,ESP,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,1.06872,1.04927,1.2072,..
Spain,ESP,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,1.8077,1.60096,1.73688,..
Spain,ESP,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,9.34256,..,..,..
Spain,ESP,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,9.43958,..,..,..
Spain,ESP,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,9.25076,..,..,..
Spain,ESP,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,20.39999962,26.70000076,31.70000076,33.5,..
Spain,ESP,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,15.80000019,18.10000038,21.89999962,23.29999924,..
Spain,ESP,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,19.20000076,21.10000038,24.60000038,24.5,..
Spain,ESP,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,17.10000038,19.29999924,23,23.89999962,..
Spain,ESP,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,56.29999924,47.5,38,36.79999924,..
Spain,ESP,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,62.5,54,45,42.20000076,..
Spain,ESP,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,66.30000305,58.40000153,49.90000153,46.5,..
Spain,ESP,Internet users (per 100 people),IT.NET.USER.P2,..,..,0.012873564,0.380800728,13.62496081,47.88,65.8,..
Spain,ESP,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,24.39999962,31.5,37.09999847,38.20000076,..
Spain,ESP,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,17.89999962,23.60000038,27.79999924,29.70000076,..
Spain,ESP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,34.34280404,37.68645353,39.42008272,41.21054713,44.18367347,..
Spain,ESP,"Labor force, total",SL.TLF.TOTL.IN,..,..,15788571,16602796,18187732,21207964,23548377,..
Spain,ESP,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,78.09759,93.05873,..,..,..,80.61919,..
Spain,ESP,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,95.17064,..,..,..,85.35458,..
Spain,ESP,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,91.05083,..,..,..,76.14683,..
Sri Lanka,LKA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,89.95868,91.71302
Sri Lanka,LKA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,91.18136,92.63448
Sri Lanka,LKA,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,0.9717,0.97954
Sri Lanka,LKA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,92.57847,93.62846
Sri Lanka,LKA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Sri Lanka,LKA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Sri Lanka,LKA,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,9,9,9,..
Sri Lanka,LKA,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,49034.75781,..,..,..,..,..
Sri Lanka,LKA,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,95.47857,87.09284,92.71709,..,..,99.2893,98.73962,..
Sri Lanka,LKA,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,95.13287,..,92.9625,..,..,99.62847,97.43142,..
Sri Lanka,LKA,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,95.8099,..,92.47905,..,..,98.95881,100,..
Sri Lanka,LKA,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,..,65360,..
Sri Lanka,LKA,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,663815,..,..
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,183.5121135,272.9112294,472.0864633,718.4438443,854.9267252,1242.427838,2746.612135,..
Sri Lanka,LKA,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Sri Lanka,LKA,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Sri Lanka,LKA,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Sri Lanka,LKA,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Sri Lanka,LKA,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,2.99428,..
Sri Lanka,LKA,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,..,3.69895,..
Sri Lanka,LKA,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,..,2.28054,..
Sri Lanka,LKA,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,12.39999962,16.60000038,3.5,..
Sri Lanka,LKA,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,15.80000019,18.70000076,27.39999962,..
Sri Lanka,LKA,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,18.10000038,19.79999924,33.70000076,..
Sri Lanka,LKA,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,16.60000038,19,29.60000038,..
Sri Lanka,LKA,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,58.90000153,56.5,56.70000076,..
Sri Lanka,LKA,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,67.40000153,64.40000153,63.90000153,..
Sri Lanka,LKA,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,71.80000305,68.30000305,67.69999695,..
Sri Lanka,LKA,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.005484436,0.647410011,1.792046794,12,..
Sri Lanka,LKA,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,17.10000038,23.70000076,5,..
Sri Lanka,LKA,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,9.899999619,13,2.799999952,..
Sri Lanka,LKA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,31.53061291,32.69066267,33.11654032,32.03652541,32.87723192,..
Sri Lanka,LKA,"Labor force, total",SL.TLF.TOTL.IN,..,..,6631533,7108877,7961511,8039664,8470850,..
Sri Lanka,LKA,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,37.30158,77.15296,60.86599,..,..,97.09541,97.64774,..
Sri Lanka,LKA,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,38.89319,..,65.0058,..,..,98.89461,97.35856,..
Sri Lanka,LKA,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,35.74729,..,56.85714,..,..,95.34545,97.92986,..
St. Kitts and Nevis,KNA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,11,11,11,..
St. Kitts and Nevis,KNA,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,193.52617,..
St. Kitts and Nevis,KNA,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,113.04196,..
St. Kitts and Nevis,KNA,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,80.48421,..
St. Kitts and Nevis,KNA,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,..,91.48689,..,..,..
St. Kitts and Nevis,KNA,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,85,96,..
St. Kitts and Nevis,KNA,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,47,50,..
St. Kitts and Nevis,KNA,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,1116,1266,..
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,363.1745466,1567.305994,5112.052126,6987.960623,9223.756223,11053.74482,13226.95254,..
St. Kitts and Nevis,KNA,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,51.08945,30.51202,25.84204,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,69.98814,29.96812,32.66745,..
St. Kitts and Nevis,KNA,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,33.40733,31.03803,19.17336,..
St. Kitts and Nevis,KNA,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,..,5.86281024,34,63,..
St. Kitts and Nevis,KNA,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..,..,103.74574,..
St. Kitts and Nevis,KNA,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,..,..,101.37615,..
St. Kitts and Nevis,KNA,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,..,..,106.06742,..
St. Lucia,LCA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..
St. Lucia,LCA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
St. Lucia,LCA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
St. Lucia,LCA,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,10,10,10,..
St. Lucia,LCA,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,184.56476,203.49191,..
St. Lucia,LCA,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,77.03336,113.47014,..
St. Lucia,LCA,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,107.5314,90.02177,..
St. Lucia,LCA,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,..,..,..,97.76302,..
St. Lucia,LCA,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..,..,99.42446,..
St. Lucia,LCA,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..,..,96.19307,..
St. Lucia,LCA,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,..,340,..
St. Lucia,LCA,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,125,..
St. Lucia,LCA,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,4537,4547,..
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,1130.787331,2874.457849,3814.003748,4975.472098,5723.344774,7043.506992,..
St. Lucia,LCA,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,5.14566,4.14863,..
St. Lucia,LCA,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
St. Lucia,LCA,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
St. Lucia,LCA,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,1.85433,1.754,..
St. Lucia,LCA,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,1.4037,1.89113,..
St. Lucia,LCA,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,16.5086,33.58567,37.01435,..
St. Lucia,LCA,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,17.93651,42.94303,48.86091,..
St. Lucia,LCA,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,15.04396,23.90403,25.23838,..
St. Lucia,LCA,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,7,8.899999619,..,..,..
St. Lucia,LCA,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,15.60000038,20.39999962,..,..,..
St. Lucia,LCA,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,24.20000076,27.60000038,..,..,..
St. Lucia,LCA,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,19.5,23.79999924,..,..,..
St. Lucia,LCA,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,55.5,48.20000076,..,..,..
St. Lucia,LCA,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,57.90000153,51.29999924,..,..,..
St. Lucia,LCA,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,59.79999924,54,..,..,..
St. Lucia,LCA,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.305656686,5.090483341,21.56758295,43.3,..
St. Lucia,LCA,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,7.5,9.800000191,..,..,..
St. Lucia,LCA,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,6.5,8.100000381,..,..,..
St. Lucia,LCA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,44.29768816,45.16588926,46.48918378,46.42564375,46.38766231,..
St. Lucia,LCA,"Labor force, total",SL.TLF.TOTL.IN,..,..,58222,64531,72946,82952,91492,..
St. Lucia,LCA,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,81.11373,75.1854,99.70362,..
St. Lucia,LCA,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,92.16483,83.26716,96.36255,..
St. Lucia,LCA,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,69.71873,67.0109,103.0053,..
St. Martin (French part),MAF,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..,..,..,..
